Page Number,Text,Company_Type,City,County,Company_Name,Address,Building,Full_Address
2,"Samuel L. Dana, 34 School",Real Estate,Boston,Massachusetts,"Samuel L. Dana,",34 School,,"34 School, Boston, Massachusetts"
2,"Juilus Dangel, 1024 Old South building.",Real Estate,Boston,Massachusetts,"Juilus Dangel, 1024 Old South building.",, 1024 Old South building,"1024 Old South building, Boston, Massachusetts"
2,"8. M. Danielson, 752 Old South building.",Real Estate,Boston,Massachusetts,"8. M. Danielson, 752 Old South building.",, 752 Old South building,"752 Old South building, Boston, Massachusetts"
2,"Wm. A. Davidson, 100 St. Marys",Real Estate,Boston,Massachusetts,"Wm. A. Davidson,",100 St. Marys,,"100 St. Marys, Boston, Massachusetts"
2,"George Davis, 70 State",Real Estate,Boston,Massachusetts,"George Davis,",70 State,,"70 State, Boston, Massachusetts"
2,"iL. Shannon Davis, 612 Barstrs. Hall",Real Estate,Boston,Massachusetts,"iL. Shannon Davis,",612 Barstrs. Hall,,"612 Barstrs. Hall, Boston, Massachusetts"
2,"Ww. J. M. De Angelis, Dorchester",Real Estate,Boston,Massachusetts,"Ww. J. M. De Angelis, Dorchester",,,
2,"Geo. L, DeBlofs, 80 Kilby",Real Estate,Boston,Massachusetts,"Geo. L, DeBlofs,",80 Kilby,,"80 Kilby, Boston, Massachusetts"
2,"W. T. Delaney, 614 Tremont",Real Estate,Boston,Massachusetts,"W. T. Delaney,",614 Tremont,,"614 Tremont, Boston, Massachusetts"
2,"Raymond P. Delano, Upham's Cor.",Real Estate,Boston,Massachusetts,"Raymond P. Delano, Upham's Cor.",,,
2,"EE. M. Dennen, 88 Dartmouth",Real Estate,Boston,Massachusetts,"EE. M. Dennen,",88 Dartmouth,,"88 Dartmouth, Boston, Massachusetts"
2,"Roberts B. Denny, 143 Federal",Real Estate,Boston,Massachusetts,"Roberts B. Denny,",143 Federal,,"143 Federal, Boston, Massachusetts"
2,"Hector H. Desnoyers, 1160 Tremont bic",Real Estate,Boston,Massachusetts,"Hector H. Desnoyers,",1160 Tremont bic,,"1160 Tremont bic, Boston, Massachusetts"
2,"Clifford Devens, 54 Devonshire",Real Estate,Boston,Massachusetts,"Clifford Devens,",54 Devonshire,,"54 Devonshire, Boston, Massachusetts"
2,James V. Devine. Dorchester,Real Estate,Boston,Massachusetts,James V. Devine. Dorchester,,,
2,"Wallace D. Dexter, 50 Congress",Real Estate,Boston,Massachusetts,"Wallace D. Dexter,",50 Congress,,"50 Congress, Boston, Massachusetts"
2,"Robert L. Dickson, 826 Old South building",Real Estate,Boston,Massachusetts,"Robert L. Dickson, 826 Old South building",, 826 Old South building,"826 Old South building, Boston, Massachusetts"
2,"Geo. A. Dill, 401 Tremont building.",Real Estate,Boston,Massachusetts,"Geo. A. Dill, 401 Tremont building.",, 401 Tremont building,"401 Tremont building, Boston, Massachusetts"
2,OSTON—Continucd.,Real Estate,Boston,Massachusetts,OSTON—Continucd.,,,
2,"Joseph D. Diliworth, 16 State",Real Estate,Boston,Massachusetts,"Joseph D. Diliworth,",16 State,,"16 State, Boston, Massachusetts"
2,"Dodge Bros., 27 School",Real Estate,Boston,Massachusetts,"Dodge Bros.,",27 School,,"27 School, Boston, Massachusetts"
2,"Edw. J. Doherty, Brighton",Real Estate,Boston,Massachusetts,"Edw. J. Doherty, Brighton",,,
2,"Frank L. Doherty, 684 Dudley",Real Estate,Boston,Massachusetts,"Frank L. Doherty,",684 Dudley,,"684 Dudley, Boston, Massachusetts"
2,"ponent Realty Co., 418A Geneva ave.",Real Estate,Boston,Massachusetts,"ponent Realty Co.,",418A Geneva ave.,,"418A Geneva ave., Boston, Massachusetts"
2,"M. F. Dolan, Jamaica Plain",Real Estate,Boston,Massachusetts,"M. F. Dolan, Jamaica Plain",,,
2,"Dole  Sherburne, 180 Tremont",Real Estate,Boston,Massachusetts,"Dole  Sherburne,",180 Tremont,,"180 Tremont, Boston, Massachusetts"
2,"Thomas Donahue, Nantasket Beach",Real Estate,Boston,Massachusetts,"Thomas Donahue, Nantasket Beach",,,
2,"Donaldson, Ingalls  Co., 294 Wash.",Real Estate,Boston,Massachusetts,"Donaldson, Ingalls  Co.,",294 Wash.,,"294 Wash., Boston, Massachusetts"
2,"Eugene D. Donnell, W. Somerville",Real Estate,Boston,Massachusetts,"Eugene D. Donnell, W. Somerville",,,
2,"John H. Donovan, Tremont",Real Estate,Boston,Massachusetts,"John H. Donovan, Tremont",,,
2,"Benj. H. Dorr, 28 State",Real Estate,Boston,Massachusetts,"Benj. H. Dorr,",28 State,,"28 State, Boston, Massachusetts"
2,"Dorr, Tileston, Warren, Roxbury",Real Estate,Boston,Massachusetts,"Dorr, Tileston, Warren, Roxbury",,,
2,"Chas, C. Doten, Dorchester",Real Estate,Boston,Massachusetts,"Chas, C. Doten, Dorchester",,,
2,"Charles F. Dow, 53 State",Real Estate,Boston,Massachusetts,"Charles F. Dow,",53 State,,"53 State, Boston, Massachusetts"
2,"C. M. Downes, Dorchester",Real Estate,Boston,Massachusetts,"C. M. Downes, Dorchester",,,
2,"M. Doyle, 63 Hoxboe",Real Estate,Boston,Massachusetts,"M. Doyle,",63 Hoxboe,,"63 Hoxboe, Boston, Massachusetts"
2,"Stephen A. Drew, 1123 Old South building.",Real Estate,Boston,Massachusetts,"Stephen A. Drew, 1123 Old South building.",, 1123 Old South building,"1123 Old South building, Boston, Massachusetts"
2,"Geo. H. S. Driver, 18 Tremont",Real Estate,Boston,Massachusetts,"Geo. H. S. Driver,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
2,"Wilton A. Dunham, 7 Water",Real Estate,Boston,Massachusetts,"Wilton A. Dunham,",7 Water,,"7 Water, Boston, Massachusetts"
2,"Jobo W, Dunlop, 81 Milk",Real Estate,Boston,Massachusetts,"Jobo W, Dunlop,",81 Milk,,"81 Milk, Boston, Massachusetts"
2,"Geo. BD. Gurgin, 31 Ames building.",Real Estate,Boston,Massachusetts,"Geo. BD. Gurgin, 31 Ames building.",, 31 Ames building,"31 Ames building, Boston, Massachusetts"
2,"Wm. Dwyer, 15 State",Real Estate,Boston,Massachusetts,"Wm. Dwyer,",15 State,,"15 State, Boston, Massachusetts"
2,"East Boston Co., 16 State",Real Estate,Boston,Massachusetts,"East Boston Co.,",16 State,,"16 State, Boston, Massachusetts"
2,"Eastern. Land Co., 101 Tremont",Real Estate,Boston,Massachusetts,"Eastern. Land Co.,",101 Tremont,,"101 Tremont, Boston, Massachusetts"
2,"que S. Edmands, 178 Devonshire",Real Estate,Boston,Massachusetts,"que S. Edmands,",178 Devonshire,,"178 Devonshire, Boston, Massachusetts"
2,"H. T. Ejsenberg, 85 Stillman",Real Estate,Boston,Massachusetts,"H. T. Ejsenberg,",85 Stillman,,"85 Stillman, Boston, Massachusetts"
2,"Alfred Ela, 905 Old South building.",Real Estate,Boston,Massachusetts,"Alfred Ela, 905 Old South building.",, 905 Old South building,"905 Old South building, Boston, Massachusetts"
2,"Edward H. Eldredge  Co., 16 Stute",Real Estate,Boston,Massachusetts,"Edward H. Eldredge  Co.,",16 Stute,,"16 Stute, Boston, Massachusetts"
2,"Geo. B. Biliot, 209 Washington",Real Estate,Boston,Massachusetts,"Geo. B. Biliot,",209 Washington,,"209 Washington, Boston, Massachusetts"
2,"Benjamin P. Ellis, 16 State",Real Estate,Boston,Massachusetts,"Benjamin P. Ellis,",16 State,,"16 State, Boston, Massachusetts"
2,John L. Ellis. Dorchester,Real Estate,Boston,Massachusetts,John L. Ellis. Dorchester,,,
2,"Joseph H. Emerson, 2414 Washington",Real Estate,Boston,Massachusetts,"Joseph H. Emerson,",2414 Washington,,"2414 Washington, Boston, Massachusetts"
2,"Semon Emmons, 627 John Hancock .",Real Estate,Boston,Massachusetts,"Semon Emmons,",627 John Hancock .,,"627 John Hancock ., Boston, Massachusetts"
2,Samuel Epstein. 362 Blue Hill ave.,Real Estate,Boston,Massachusetts,Samuel Epstein.,362 Blue Hill ave.,,"362 Blue Hill ave., Boston, Massachusetts"
2,"Arthur W, Evans, 15 State",Real Estate,Boston,Massachusetts,"Arthur W, Evans,",15 State,,"15 State, Boston, Massachusetts"
2,"Brice 8, Evans  Son, 34 Equitable building.",Real Estate,Boston,Massachusetts,"Brice 8, Evans  Son, 34 Equitable building.",, 34 Equitable building,"34 Equitable building, Boston, Massachusetts"
2,"Percival A. Evyana, 19 Congress",Real Estate,Boston,Massachusetts,"Percival A. Evyana,",19 Congress,,"19 Congress, Boston, Massachusetts"
2,"PB. J. Evans, 18 Tremont",Real Estate,Boston,Massachusetts,"PB. J. Evans,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
2,F. E. Everett. 100 Ames building.,Real Estate,Boston,Massachusetts,F. E. Everett. 100 Ames building.,, E. Everett. 100 Ames building,"E. Everett. 100 Ames building, Boston, Massachusetts"
2,"Wm. H, Fanning, 606 Dudley",Real Estate,Boston,Massachusetts,"Wm. H, Fanning,",606 Dudley,,"606 Dudley, Boston, Massachusetts"
2,"Owen F. Farley, Jr. 27 State",Real Estate,Boston,Massachusetts,"Owen F. Farley, Jr.",27 State,,"27 State, Boston, Massachusetts"
2,"Wm. M. Farrington, 70 Kilby",Real Estate,Boston,Massachusetts,"Wm. M. Farrington,",70 Kilby,,"70 Kilby, Boston, Massachusetts"
2,"Geo. B, Faunce  Son, 142 Dudley",Real Estate,Boston,Massachusetts,"Geo. B, Faunce  Son,",142 Dudley,,"142 Dudley, Boston, Massachusetts"
2,Federal Real Est.  Inv. Co.. 10382 Old,Real Estate,Boston,Massachusetts,Federal Real Est.  Inv. Co..,10382 Old,,"10382 Old, Boston, Massachusetts"
2,South building.,Real Estate,Boston,Massachusetts,South building.,,,
2,"Fernald  Squire, 628 Tremont building.",Real Estate,Boston,Massachusetts,"Fernald  Squire, 628 Tremont building.",, 628 Tremont building,"628 Tremont building, Boston, Massachusetts"
2,"Finlay, Crowe  Hastings, 60 State",Real Estate,Boston,Massachusetts,"Finlay, Crowe  Hastings,",60 State,,"60 State, Boston, Massachusetts"
2,"Wm, A. B Finlay, 89 State",Real Estate,Boston,Massachusetts,"Wm, A. B Finlay,",89 State,,"89 State, Boston, Massachusetts"
2,"M. . Finnegan, 331 Broadway",Real Estate,Boston,Massachusetts,"M. . Finnegan,",331 Broadway,,"331 Broadway, Boston, Massachusetts"
2,"Andrew P. Fisher  Co., B Boston",Real Estate,Boston,Massachusetts,"Andrew P. Fisher  Co., B Boston",,,
2,Robert . Fitch. Dorchester,Real Estate,Boston,Massachusetts,Robert . Fitch. Dorchester,,,
2,"Fitzgerald's Real Est. Agcy, Dorchester",Real Estate,Boston,Massachusetts,"Fitzgerald's Real Est. Agcy, Dorchester",,,
2,CP.  HD. Flagg 166 Blackstone,Real Estate,Boston,Massachusetts,CP.  HD. Flagg,166 Blackstone,,"166 Blackstone, Boston, Massachusetts"
2,"Fleming Bros, 168 3aa8. ove.",Real Estate,Boston,Massachusetts,"Fleming Bros,",168 3aa8. ove.,,"168 3aa8. ove., Boston, Massachusetts"
2,"E. R. Filnt, 614 Broadway",Real Estate,Boston,Massachusetts,"E. R. Filnt,",614 Broadway,,"614 Broadway, Boston, Massachusetts"
2,"Wm. J. Flynn, 10 Tremont",Real Estate,Boston,Massachusetts,"Wm. J. Flynn,",10 Tremont,,"10 Tremont, Boston, Massachusetts"
2,"Thomas B. Folger, 76 Berkeley",Real Estate,Boston,Massachusetts,"Thomas B. Folger,",76 Berkeley,,"76 Berkeley, Boston, Massachusetts"
2,"Eloye  Tucker, 34 School",Real Estate,Boston,Massachusetts,"Eloye  Tucker,",34 School,,"34 School, Boston, Massachusetts"
2,"F. Murray Forbes, 60 State",Real Estate,Boston,Massachusetts,"F. Murray Forbes,",60 State,,"60 State, Boston, Massachusetts"
2,"Geo. W. Foster, 42 Court",Real Estate,Boston,Massachusetts,"Geo. W. Foster,",42 Court,,"42 Court, Boston, Massachusetts"
2,"James P. Fox, 1511 Tremont, Rox.",Real Estate,Boston,Massachusetts,"James P. Fox,","1511 Tremont, Rox.",,"1511 Tremont, Rox., Boston, Massachusetts"
2,"Frazer  Macdonald, 36 Alaska",Real Estate,Boston,Massachusetts,"Frazer  Macdonald,",36 Alaska,,"36 Alaska, Boston, Massachusetts"
2,"Pp, A. Frederickson, 1 Sterne, Rox.",Real Estate,Boston,Massachusetts,"Pp, A. Frederickson,","1 Sterne, Rox.",,"1 Sterne, Rox., Boston, Massachusetts"
2,"E. M, Freeman  Co., 238 Old So. building.",Real Estate,Boston,Massachusetts,"E. M, Freeman  Co., 238 Old So. building.",, 238 Old So. building,"238 Old So. building, Boston, Massachusetts"
2,"Warren F. Freeman, 18 Tremont",Real Estate,Boston,Massachusetts,"Warren F. Freeman,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
2,"Freeman  Lawrence, 65 Kilby",Real Estate,Boston,Massachusetts,"Freeman  Lawrence,",65 Kilby,,"65 Kilby, Boston, Massachusetts"
2,"A. F, French, 91 Humboldt ave.",Real Estate,Boston,Massachusetts,"A. F, French,",91 Humboldt ave.,,"91 Humboldt ave., Boston, Massachusetts"
2,"H. G French, 912 Old South building.  .",Real Estate,Boston,Massachusetts,"H. G French, 912 Old South building.  .",, 912 Old South building,"912 Old South building, Boston, Massachusetts"
2,James W. French. 73 Tremont,Real Estate,Boston,Massachusetts,James W. French.,73 Tremont,,"73 Tremont, Boston, Massachusetts"
2,"Frank M. Frost, 661 Old South building.",Real Estate,Boston,Massachusetts,"Frank M. Frost, 661 Old South building.",, 661 Old South building,"661 Old South building, Boston, Massachusetts"
2,"Herbert 8S, Frost, 668 Dudley, Roxbury",Real Estate,Boston,Massachusetts,Herbert,"8S, Frost, 668 Dudley, Roxbury",,"8S, Frost, 668 Dudley, Roxbury, Boston, Massachusetts"
2,W. F. Fuller. Jamaica,Real Estate,Boston,Massachusetts,W. F. Fuller. Jamaica,,,
2,"John A. Hurst, Jamaica",Real Estate,Boston,Massachusetts,"John A. Hurst, Jamaica",,,
2,"Chas. S. Gallagher, 277 Cal. ave.",Real Estate,Boston,Massachusetts,"Chas. S. Gallagher,",277 Cal. ave.,,"277 Cal. ave., Boston, Massachusetts"
2,Edward Gallagher. 18 Tremont,Real Estate,Boston,Massachusetts,Edward Gallagher.,18 Tremont,,"18 Tremont, Boston, Massachusetts"
2,"Gartland Bros., 28 School",Real Estate,Boston,Massachusetts,"Gartland Bros.,",28 School,,"28 School, Boston, Massachusetts"
2,"Albert  Albert, Jr.. Geiger, 87 Milk",Real Estate,Boston,Massachusetts,"Albert  Albert, Jr.. Geiger,",87 Milk,,"87 Milk, Boston, Massachusetts"
2,"Geneva Agency, Dorchester",Real Estate,Boston,Massachusetts,"Geneva Agency, Dorchester",,,
2,"Ludwig Gerhard, 2712 Summer",Real Estate,Boston,Massachusetts,"Ludwig Gerhard,",2712 Summer,,"2712 Summer, Boston, Massachusetts"
2,"James R. Gerrish,18 Tremont",Real Estate,Boston,Massachusetts,"James R. Gerrish,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
2,Charles E. Sirona State,Real Estate,Boston,Massachusetts,Charles E. Sirona State,,,
2,"F. W. Gifford, 8F Dudley",Real Estate,Boston,Massachusetts,"F. W. Gifford,",8F Dudley,,"8F Dudley, Boston, Massachusetts"
3,# BOSTON—Continued.,Real Estate,Boston,Massachusetts,# BOSTON—Continued.,,,
3,"W. EH Gilbert, 835 Old South building",Real Estate,Boston,Massachusetts,"W. EH Gilbert, 835 Old South building",, 835 Old South building,"835 Old South building, Boston, Massachusetts"
3,Giles  Bosworth. Dorchester,Real Estate,Boston,Massachusetts,Giles  Bosworth. Dorchester,,,
3,"Louls A. Gineburg, 18 Tremont",Real Estate,Boston,Massachusetts,"Louls A. Gineburg,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
3,"Gioke seal Estate Co., 18 Tremont",Real Estate,Boston,Massachusetts,"Gioke seal Estate Co.,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
3,". ard  Co., 1774 Washington",Real Estate,Boston,Massachusetts,". ard  Co.,",1774 Washington,,"1774 Washington, Boston, Massachusetts"
3,"J. Goldinger, 10 Central Squuro",Real Estate,Boston,Massachusetts,"J. Goldinger,",10 Central Squuro,,"10 Central Squuro, Boston, Massachusetts"
3,"Jacob H. Goodman, 28 Schoo",Real Estate,Boston,Massachusetts,"Jacob H. Goodman,",28 Schoo,,"28 Schoo, Boston, Massachusetts"
3,"William Goos  Co., 209 Washington",Real Estate,Boston,Massachusetts,"William Goos  Co.,",209 Washington,,"209 Washington, Boston, Massachusetts"
3,"A. L. Gorion, 18 Tremont",Real Estate,Boston,Massachusetts,"A. L. Gorion,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
3,"Gordon  Seltzer, 338 Blue Hill av. fox",Real Estate,Boston,Massachusetts,"Gordon  Seltzer,",338 Blue Hill av. fox,,"338 Blue Hill av. fox, Boston, Massachusetts"
3,"P. F. Gormley, 15 Schoo",Real Estate,Boston,Massachusetts,"P. F. Gormley,",15 Schoo,,"15 Schoo, Boston, Massachusetts"
3,"GraceDellano Co., Inc., 216 Tremt. building",Real Estate,Boston,Massachusetts,"GraceDellano Co., Inc., 216 Tremt. building",, 216 Tremt. building,"216 Tremt. building, Boston, Massachusetts"
3,"Peter Graffam, 6 Beacon",Real Estate,Boston,Massachusetts,"Peter Graffam,",6 Beacon,,"6 Beacon, Boston, Massachusetts"
3,Grandberg Real Est. Agcy. 394 Blur Hill ave.,Real Estate,Boston,Massachusetts,Grandberg Real Est. Agcy.,394 Blur Hill ave.,,"394 Blur Hill ave., Boston, Massachusetts"
3,"Chase, Brandson, 48 Tremont",Real Estate,Boston,Massachusetts,"Chase, Brandson,",48 Tremont,,"48 Tremont, Boston, Massachusetts"
3,"Geo. R. Grantham, 18 Tremont",Real Estate,Boston,Massachusetts,"Geo. R. Grantham,",18 Tremont,,"18 Tremont, Boston, Massachusetts"
3,"Greenturg,  Standard, 43 Tremont",Real Estate,Boston,Massachusetts,"Greenturg,  Standard,",43 Tremont,,"43 Tremont, Boston, Massachusetts"
3,"John 8. Griggs  Co., 162 Dudley, Kox.",Real Estate,Boston,Massachusetts,John,"8. Griggs  Co., 162 Dudley, Kox.",,"8. Griggs  Co., 162 Dudley, Kox., Boston, Massachusetts"
3,"Gordon Hale, 16 State",Real Estate,Boston,Massachusetts,"Gordon Hale,",16 State,,"16 State, Boston, Massachusetts"
3,"A. PF. Halil, Dorchester",Real Estate,Boston,Massachusetts,"A. PF. Halil, Dorchester",,,
3,"Arthur J. Hall  Bro., 202 Harrieon ws",Real Estate,Boston,Massachusetts,"Arthur J. Hall  Bro.,",202 Harrieon ws,,"202 Harrieon ws, Boston, Massachusetts"
3,"Chearies Athon Hall, 645 Tremont hld",Real Estate,Boston,Massachusetts,"Chearies Athon Hall,",645 Tremont hld,,"645 Tremont hld, Boston, Massachusetts"
